RENGLON,AÑO,ENTIDAD,CVE_GEO,EDAD,SEXO,POBLACION
15401,2020,República Mexicana,0,0,Hombres,1087447
15402,2020,República Mexicana,0,0,Mujeres,1048275
15403,2020,República Mexicana,0,1,Hombres,1093379
15404,2020,República Mexicana,0,1,Mujeres,1054636
15405,2020,República Mexicana,0,2,Hombres,1100800
15406,2020,República Mexicana,0,2,Mujeres,1061974
15407,2020,República Mexicana,0,3,Hombres,1108402
15408,2020,República Mexicana,0,3,Mujeres,1069224
15409,2020,República Mexicana,0,4,Hombres,1114769
15410,2020,República Mexicana,0,4,Mujeres,1075251
15411,2020,República Mexicana,0,5,Hombres,1119479
15412,2020,República Mexicana,0,5,Mujeres,1079856
15413,2020,República Mexicana,0,6,Hombres,1122374
15414,2020,República Mexicana,0,6,Mujeres,1082945
15415,2020,República Mexicana,0,7,Hombres,1123921
15416,2020,República Mexicana,0,7,Mujeres,1084339
15417,2020,República Mexicana,0,8,Hombres,1125153
15418,2020,República Mexicana,0,8,Mujeres,1085091
15419,2020,República Mexicana,0,9,Hombres,1126053
15420,2020,República Mexicana,0,9,Mujeres,1086065
15421,2020,República Mexicana,0,10,Hombres,1127584
15422,2020,República Mexicana,0,10,Mujeres,1087661
15423,2020,República Mexicana,0,11,Hombres,1129609
15424,2020,República Mexicana,0,11,Mujeres,1089876
15425,2020,República Mexicana,0,12,Hombres,1131125
15426,2020,República Mexicana,0,12,Mujeres,1091850
15427,2020,República Mexicana,0,13,Hombres,1132647
15428,2020,República Mexicana,0,13,Mujeres,1093043
15429,2020,República Mexicana,0,14,Hombres,1134624
15430,2020,República Mexicana,0,14,Mujeres,1094700
15431,2020,República Mexicana,0,15,Hombres,1135375
15432,2020,República Mexicana,0,15,Mujeres,1096156
15433,2020,República Mexicana,0,16,Hombres,1132192
15434,2020,República Mexicana,0,16,Mujeres,1094702
15435,2020,República Mexicana,0,17,Hombres,1125251
15436,2020,República Mexicana,0,17,Mujeres,1090828
15437,2020,República Mexicana,0,18,Hombres,1117509
15438,2020,República Mexicana,0,18,Mujeres,1087223
15439,2020,República Mexicana,0,19,Hombres,1109641
15440,2020,República Mexicana,0,19,Mujeres,1083771
15441,2020,República Mexicana,0,20,Hombres,1102086
15442,2020,República Mexicana,0,20,Mujeres,1079684
15443,2020,República Mexicana,0,21,Hombres,1096148
15444,2020,República Mexicana,0,21,Mujeres,1075574
15445,2020,República Mexicana,0,22,Hombres,1091600
15446,2020,República Mexicana,0,22,Mujeres,1072730
15447,2020,República Mexicana,0,23,Hombres,1087899
15448,2020,República Mexicana,0,23,Mujeres,1072186
15449,2020,República Mexicana,0,24,Hombres,1085130
15450,2020,República Mexicana,0,24,Mujeres,1073520
15451,2020,República Mexicana,0,25,Hombres,1082381
15452,2020,República Mexicana,0,25,Mujeres,1074674
15453,2020,República Mexicana,0,26,Hombres,1076872
15454,2020,República Mexicana,0,26,Mujeres,1072980
15455,2020,República Mexicana,0,27,Hombres,1067297
15456,2020,República Mexicana,0,27,Mujeres,1068216
15457,2020,República Mexicana,0,28,Hombres,1053499
15458,2020,República Mexicana,0,28,Mujeres,1061332
15459,2020,República Mexicana,0,29,Hombres,1034307
15460,2020,República Mexicana,0,29,Mujeres,1051403
15461,2020,República Mexicana,0,30,Hombres,1011472
15462,2020,República Mexicana,0,30,Mujeres,1039180
15463,2020,República Mexicana,0,31,Hombres,988604
15464,2020,República Mexicana,0,31,Mujeres,1027221
15465,2020,República Mexicana,0,32,Hombres,965801
15466,2020,República Mexicana,0,32,Mujeres,1015218
15467,2020,República Mexicana,0,33,Hombres,942390
15468,2020,República Mexicana,0,33,Mujeres,1002010
15469,2020,República Mexicana,0,34,Hombres,919305
15470,2020,República Mexicana,0,34,Mujeres,988221
15471,2020,República Mexicana,0,35,Hombres,896592
15472,2020,República Mexicana,0,35,Mujeres,974208
15473,2020,República Mexicana,0,36,Hombres,873907
15474,2020,República Mexicana,0,36,Mujeres,959980
15475,2020,República Mexicana,0,37,Hombres,851872
15476,2020,República Mexicana,0,37,Mujeres,945900
15477,2020,República Mexicana,0,38,Hombres,831435
15478,2020,República Mexicana,0,38,Mujeres,932221
15479,2020,República Mexicana,0,39,Hombres,813363
15480,2020,República Mexicana,0,39,Mujeres,919070
15481,2020,República Mexicana,0,40,Hombres,798429
15482,2020,República Mexicana,0,40,Mujeres,906932
15483,2020,República Mexicana,0,41,Hombres,786879
15484,2020,República Mexicana,0,41,Mujeres,896078
15485,2020,República Mexicana,0,42,Hombres,778434
15486,2020,República Mexicana,0,42,Mujeres,886410
15487,2020,República Mexicana,0,43,Hombres,772787
15488,2020,República Mexicana,0,43,Mujeres,877830
15489,2020,República Mexicana,0,44,Hombres,769375
15490,2020,República Mexicana,0,44,Mujeres,870050
15491,2020,República Mexicana,0,45,Hombres,764980
15492,2020,República Mexicana,0,45,Mujeres,860137
15493,2020,República Mexicana,0,46,Hombres,757394
15494,2020,República Mexicana,0,46,Mujeres,846516
15495,2020,República Mexicana,0,47,Hombres,746793
15496,2020,República Mexicana,0,47,Mujeres,830179
15497,2020,República Mexicana,0,48,Hombres,732815
15498,2020,República Mexicana,0,48,Mujeres,811113
15499,2020,República Mexicana,0,49,Hombres,715821
15500,2020,República Mexicana,0,49,Mujeres,789955
15501,2020,República Mexicana,0,50,Hombres,696964
15502,2020,República Mexicana,0,50,Mujeres,767549
15503,2020,República Mexicana,0,51,Hombres,677054
15504,2020,República Mexicana,0,51,Mujeres,744410
15505,2020,República Mexicana,0,52,Hombres,656393
15506,2020,República Mexicana,0,52,Mujeres,721093
15507,2020,República Mexicana,0,53,Hombres,635666
15508,2020,República Mexicana,0,53,Mujeres,698207
15509,2020,República Mexicana,0,54,Hombres,615300
15510,2020,República Mexicana,0,54,Mujeres,676110
15511,2020,República Mexicana,0,55,Hombres,595239
15512,2020,República Mexicana,0,55,Mujeres,654659
15513,2020,República Mexicana,0,56,Hombres,575163
15514,2020,República Mexicana,0,56,Mujeres,633454
15515,2020,República Mexicana,0,57,Hombres,554862
15516,2020,República Mexicana,0,57,Mujeres,612236
15517,2020,República Mexicana,0,58,Hombres,534116
15518,2020,República Mexicana,0,58,Mujeres,590710
15519,2020,República Mexicana,0,59,Hombres,512657
15520,2020,República Mexicana,0,59,Mujeres,568495
15521,2020,República Mexicana,0,60,Hombres,490368
15522,2020,República Mexicana,0,60,Mujeres,545388
15523,2020,República Mexicana,0,61,Hombres,467264
15524,2020,República Mexicana,0,61,Mujeres,521365
15525,2020,República Mexicana,0,62,Hombres,443508
15526,2020,República Mexicana,0,62,Mujeres,496619
15527,2020,República Mexicana,0,63,Hombres,419402
15528,2020,República Mexicana,0,63,Mujeres,471502
15529,2020,República Mexicana,0,64,Hombres,395342
15530,2020,República Mexicana,0,64,Mujeres,446438
15531,2020,República Mexicana,0,65,Hombres,371668
15532,2020,República Mexicana,0,65,Mujeres,421793
15533,2020,República Mexicana,0,66,Hombres,348231
15534,2020,República Mexicana,0,66,Mujeres,397629
15535,2020,República Mexicana,0,67,Hombres,325584
15536,2020,República Mexicana,0,67,Mujeres,373826
15537,2020,República Mexicana,0,68,Hombres,303653
15538,2020,República Mexicana,0,68,Mujeres,350451
15539,2020,República Mexicana,0,69,Hombres,281962
15540,2020,República Mexicana,0,69,Mujeres,327678
15541,2020,República Mexicana,0,70,Hombres,263044
15542,2020,República Mexicana,0,70,Mujeres,307972
15543,2020,República Mexicana,0,71,Hombres,245905
15544,2020,República Mexicana,0,71,Mujeres,289911
15545,2020,República Mexicana,0,72,Hombres,228560
15546,2020,República Mexicana,0,72,Mujeres,271286
15547,2020,República Mexicana,0,73,Hombres,212000
15548,2020,República Mexicana,0,73,Mujeres,253512
15549,2020,República Mexicana,0,74,Hombres,196198
15550,2020,República Mexicana,0,74,Mujeres,236526
15551,2020,República Mexicana,0,75,Hombres,181139
15552,2020,República Mexicana,0,75,Mujeres,220312
15553,2020,República Mexicana,0,76,Hombres,166687
15554,2020,República Mexicana,0,76,Mujeres,204682
15555,2020,República Mexicana,0,77,Hombres,152868
15556,2020,República Mexicana,0,77,Mujeres,189639
15557,2020,República Mexicana,0,78,Hombres,140048
15558,2020,República Mexicana,0,78,Mujeres,175607
15559,2020,República Mexicana,0,79,Hombres,127762
15560,2020,República Mexicana,0,79,Mujeres,162010
15561,2020,República Mexicana,0,80,Hombres,115671
15562,2020,República Mexicana,0,80,Mujeres,148399
15563,2020,República Mexicana,0,81,Hombres,104116
15564,2020,República Mexicana,0,81,Mujeres,135195
15565,2020,República Mexicana,0,82,Hombres,93281
15566,2020,República Mexicana,0,82,Mujeres,122638
15567,2020,República Mexicana,0,83,Hombres,83179
15568,2020,República Mexicana,0,83,Mujeres,110754
15569,2020,República Mexicana,0,84,Hombres,73767
15570,2020,República Mexicana,0,84,Mujeres,99478
15571,2020,República Mexicana,0,85,Hombres,65042
15572,2020,República Mexicana,0,85,Mujeres,88823
15573,2020,República Mexicana,0,86,Hombres,56978
15574,2020,República Mexicana,0,86,Mujeres,78763
15575,2020,República Mexicana,0,87,Hombres,49511
15576,2020,República Mexicana,0,87,Mujeres,69250
15577,2020,República Mexicana,0,88,Hombres,42618
15578,2020,República Mexicana,0,88,Mujeres,60304
15579,2020,República Mexicana,0,89,Hombres,36260
15580,2020,República Mexicana,0,89,Mujeres,51906
15581,2020,República Mexicana,0,90,Hombres,30398
15582,2020,República Mexicana,0,90,Mujeres,44050
15583,2020,República Mexicana,0,91,Hombres,25043
15584,2020,República Mexicana,0,91,Mujeres,36758
15585,2020,República Mexicana,0,92,Hombres,20354
15586,2020,República Mexicana,0,92,Mujeres,30268
15587,2020,República Mexicana,0,93,Hombres,16274
15588,2020,República Mexicana,0,93,Mujeres,24515
15589,2020,República Mexicana,0,94,Hombres,12786
15590,2020,República Mexicana,0,94,Mujeres,19504
15591,2020,República Mexicana,0,95,Hombres,9901
15592,2020,República Mexicana,0,95,Mujeres,15288
15593,2020,República Mexicana,0,96,Hombres,7502
15594,2020,República Mexicana,0,96,Mujeres,11723
15595,2020,República Mexicana,0,97,Hombres,5550
15596,2020,República Mexicana,0,97,Mujeres,8762
15597,2020,República Mexicana,0,98,Hombres,4001
15598,2020,República Mexicana,0,98,Mujeres,6372
15599,2020,República Mexicana,0,99,Hombres,2797
15600,2020,República Mexicana,0,99,Mujeres,4498
15601,2020,República Mexicana,0,100,Hombres,1895
15602,2020,República Mexicana,0,100,Mujeres,3074
15603,2020,República Mexicana,0,101,Hombres,1243
15604,2020,República Mexicana,0,101,Mujeres,2030
15605,2020,República Mexicana,0,102,Hombres,784
15606,2020,República Mexicana,0,102,Mujeres,1291
15607,2020,República Mexicana,0,103,Hombres,478
15608,2020,República Mexicana,0,103,Mujeres,789
15609,2020,República Mexicana,0,104,Hombres,277
15610,2020,República Mexicana,0,104,Mujeres,459
15611,2020,República Mexicana,0,105,Hombres,154
15612,2020,República Mexicana,0,105,Mujeres,257
15613,2020,República Mexicana,0,106,Hombres,80
15614,2020,República Mexicana,0,106,Mujeres,135
15615,2020,República Mexicana,0,107,Hombres,48
15616,2020,República Mexicana,0,107,Mujeres,70
15617,2020,República Mexicana,0,108,Hombres,20
15618,2020,República Mexicana,0,108,Mujeres,30
15619,2020,República Mexicana,0,109,Hombres,10
15620,2020,República Mexicana,0,109,Mujeres,14
33221,2020,Aguascalientes,1,0,Hombres,12463
33222,2020,Aguascalientes,1,0,Mujeres,12011
33223,2020,Aguascalientes,1,1,Hombres,12536
33224,2020,Aguascalientes,1,1,Mujeres,12097
33225,2020,Aguascalientes,1,2,Hombres,12620
33226,2020,Aguascalientes,1,2,Mujeres,12188
33227,2020,Aguascalientes,1,3,Hombres,12686
33228,2020,Aguascalientes,1,3,Mujeres,12261
33229,2020,Aguascalientes,1,4,Hombres,12901
33230,2020,Aguascalientes,1,4,Mujeres,12376
33231,2020,Aguascalientes,1,5,Hombres,13183
33232,2020,Aguascalientes,1,5,Mujeres,12544
33233,2020,Aguascalientes,1,6,Hombres,13279
33234,2020,Aguascalientes,1,6,Mujeres,12634
33235,2020,Aguascalientes,1,7,Hombres,13338
33236,2020,Aguascalientes,1,7,Mujeres,12706
33237,2020,Aguascalientes,1,8,Hombres,13389
33238,2020,Aguascalientes,1,8,Mujeres,12775
33239,2020,Aguascalientes,1,9,Hombres,13431
33240,2020,Aguascalientes,1,9,Mujeres,12846
33241,2020,Aguascalientes,1,10,Hombres,13480
33242,2020,Aguascalientes,1,10,Mujeres,12921
33243,2020,Aguascalientes,1,11,Hombres,13539
33244,2020,Aguascalientes,1,11,Mujeres,12997
33245,2020,Aguascalientes,1,12,Hombres,13591
33246,2020,Aguascalientes,1,12,Mujeres,13066
33247,2020,Aguascalientes,1,13,Hombres,13641
33248,2020,Aguascalientes,1,13,Mujeres,13121
33249,2020,Aguascalientes,1,14,Hombres,13693
33250,2020,Aguascalientes,1,14,Mujeres,13173
33251,2020,Aguascalientes,1,15,Hombres,13724
33252,2020,Aguascalientes,1,15,Mujeres,13217
33253,2020,Aguascalientes,1,16,Hombres,13710
33254,2020,Aguascalientes,1,16,Mujeres,13217
33255,2020,Aguascalientes,1,17,Hombres,13653
33256,2020,Aguascalientes,1,17,Mujeres,13177
33257,2020,Aguascalientes,1,18,Hombres,13582
33258,2020,Aguascalientes,1,18,Mujeres,13128
33259,2020,Aguascalientes,1,19,Hombres,13503
33260,2020,Aguascalientes,1,19,Mujeres,13065
33261,2020,Aguascalientes,1,20,Hombres,13420
33262,2020,Aguascalientes,1,20,Mujeres,12977
33263,2020,Aguascalientes,1,21,Hombres,13345
33264,2020,Aguascalientes,1,21,Mujeres,12876
33265,2020,Aguascalientes,1,22,Hombres,13277
33266,2020,Aguascalientes,1,22,Mujeres,12778
33267,2020,Aguascalientes,1,23,Hombres,13205
33268,2020,Aguascalientes,1,23,Mujeres,12698
33269,2020,Aguascalientes,1,24,Hombres,13134
33270,2020,Aguascalientes,1,24,Mujeres,12635
33271,2020,Aguascalientes,1,25,Hombres,13050
33272,2020,Aguascalientes,1,25,Mujeres,12566
33273,2020,Aguascalientes,1,26,Hombres,12919
33274,2020,Aguascalientes,1,26,Mujeres,12460
33275,2020,Aguascalientes,1,27,Hombres,12732
33276,2020,Aguascalientes,1,27,Mujeres,12318
33277,2020,Aguascalientes,1,28,Hombres,12491
33278,2020,Aguascalientes,1,28,Mujeres,12152
33279,2020,Aguascalientes,1,29,Hombres,12183
33280,2020,Aguascalientes,1,29,Mujeres,11955
33281,2020,Aguascalientes,1,30,Hombres,11831
33282,2020,Aguascalientes,1,30,Mujeres,11738
33283,2020,Aguascalientes,1,31,Hombres,11476
33284,2020,Aguascalientes,1,31,Mujeres,11532
33285,2020,Aguascalientes,1,32,Hombres,11123
33286,2020,Aguascalientes,1,32,Mujeres,11332
33287,2020,Aguascalientes,1,33,Hombres,10769
33288,2020,Aguascalientes,1,33,Mujeres,11126
33289,2020,Aguascalientes,1,34,Hombres,10426
33290,2020,Aguascalientes,1,34,Mujeres,10924
33291,2020,Aguascalientes,1,35,Hombres,10094
33292,2020,Aguascalientes,1,35,Mujeres,10726
33293,2020,Aguascalientes,1,36,Hombres,9768
33294,2020,Aguascalientes,1,36,Mujeres,10533
33295,2020,Aguascalientes,1,37,Hombres,9457
33296,2020,Aguascalientes,1,37,Mujeres,10348
33297,2020,Aguascalientes,1,38,Hombres,9172
33298,2020,Aguascalientes,1,38,Mujeres,10176
33299,2020,Aguascalientes,1,39,Hombres,8919
33300,2020,Aguascalientes,1,39,Mujeres,10018
33301,2020,Aguascalientes,1,40,Hombres,8706
33302,2020,Aguascalientes,1,40,Mujeres,9873
33303,2020,Aguascalientes,1,41,Hombres,8536
33304,2020,Aguascalientes,1,41,Mujeres,9741
33305,2020,Aguascalientes,1,42,Hombres,8403
33306,2020,Aguascalientes,1,42,Mujeres,9626
33307,2020,Aguascalientes,1,43,Hombres,8303
33308,2020,Aguascalientes,1,43,Mujeres,9527
33309,2020,Aguascalientes,1,44,Hombres,8229
33310,2020,Aguascalientes,1,44,Mujeres,9439
33311,2020,Aguascalientes,1,45,Hombres,8144
33312,2020,Aguascalientes,1,45,Mujeres,9328
33313,2020,Aguascalientes,1,46,Hombres,8023
33314,2020,Aguascalientes,1,46,Mujeres,9174
33315,2020,Aguascalientes,1,47,Hombres,7875
33316,2020,Aguascalientes,1,47,Mujeres,8985
33317,2020,Aguascalientes,1,48,Hombres,7693
33318,2020,Aguascalientes,1,48,Mujeres,8762
33319,2020,Aguascalientes,1,49,Hombres,7483
33320,2020,Aguascalientes,1,49,Mujeres,8514
33321,2020,Aguascalientes,1,50,Hombres,7257
33322,2020,Aguascalientes,1,50,Mujeres,8253
33323,2020,Aguascalientes,1,51,Hombres,7020
33324,2020,Aguascalientes,1,51,Mujeres,7986
33325,2020,Aguascalientes,1,52,Hombres,6780
33326,2020,Aguascalientes,1,52,Mujeres,7712
33327,2020,Aguascalientes,1,53,Hombres,6546
33328,2020,Aguascalientes,1,53,Mujeres,7441
33329,2020,Aguascalientes,1,54,Hombres,6319
33330,2020,Aguascalientes,1,54,Mujeres,7177
33331,2020,Aguascalientes,1,55,Hombres,6103
33332,2020,Aguascalientes,1,55,Mujeres,6913
33333,2020,Aguascalientes,1,56,Hombres,5891
33334,2020,Aguascalientes,1,56,Mujeres,6649
33335,2020,Aguascalientes,1,57,Hombres,5678
33336,2020,Aguascalientes,1,57,Mujeres,6385
33337,2020,Aguascalientes,1,58,Hombres,5464
33338,2020,Aguascalientes,1,58,Mujeres,6119
33339,2020,Aguascalientes,1,59,Hombres,5239
33340,2020,Aguascalientes,1,59,Mujeres,5847
33341,2020,Aguascalientes,1,60,Hombres,5003
33342,2020,Aguascalientes,1,60,Mujeres,5567
33343,2020,Aguascalientes,1,61,Hombres,4757
33344,2020,Aguascalientes,1,61,Mujeres,5279
33345,2020,Aguascalientes,1,62,Hombres,4505
33346,2020,Aguascalientes,1,62,Mujeres,4987
33347,2020,Aguascalientes,1,63,Hombres,4249
33348,2020,Aguascalientes,1,63,Mujeres,4694
33349,2020,Aguascalientes,1,64,Hombres,3993
33350,2020,Aguascalientes,1,64,Mujeres,4404
33351,2020,Aguascalientes,1,65,Hombres,3741
33352,2020,Aguascalientes,1,65,Mujeres,4126
33353,2020,Aguascalientes,1,66,Hombres,3489
33354,2020,Aguascalientes,1,66,Mujeres,3861
33355,2020,Aguascalientes,1,67,Hombres,3245
33356,2020,Aguascalientes,1,67,Mujeres,3604
33357,2020,Aguascalientes,1,68,Hombres,3010
33358,2020,Aguascalientes,1,68,Mujeres,3354
33359,2020,Aguascalientes,1,69,Hombres,2777
33360,2020,Aguascalientes,1,69,Mujeres,3114
33361,2020,Aguascalientes,1,70,Hombres,2573
33362,2020,Aguascalientes,1,70,Mujeres,2909
33363,2020,Aguascalientes,1,71,Hombres,2387
33364,2020,Aguascalientes,1,71,Mujeres,2723
33365,2020,Aguascalientes,1,72,Hombres,2202
33366,2020,Aguascalientes,1,72,Mujeres,2533
33367,2020,Aguascalientes,1,73,Hombres,2028
33368,2020,Aguascalientes,1,73,Mujeres,2354
33369,2020,Aguascalientes,1,74,Hombres,1862
33370,2020,Aguascalientes,1,74,Mujeres,2186
33371,2020,Aguascalientes,1,75,Hombres,1705
33372,2020,Aguascalientes,1,75,Mujeres,2028
33373,2020,Aguascalientes,1,76,Hombres,1556
33374,2020,Aguascalientes,1,76,Mujeres,1879
33375,2020,Aguascalientes,1,77,Hombres,1414
33376,2020,Aguascalientes,1,77,Mujeres,1735
33377,2020,Aguascalientes,1,78,Hombres,1282
33378,2020,Aguascalientes,1,78,Mujeres,1600
33379,2020,Aguascalientes,1,79,Hombres,1156
33380,2020,Aguascalientes,1,79,Mujeres,1473
33381,2020,Aguascalientes,1,80,Hombres,1035
33382,2020,Aguascalientes,1,80,Mujeres,1347
33383,2020,Aguascalientes,1,81,Hombres,922
33384,2020,Aguascalientes,1,81,Mujeres,1224
33385,2020,Aguascalientes,1,82,Hombres,817
33386,2020,Aguascalientes,1,82,Mujeres,1108
33387,2020,Aguascalientes,1,83,Hombres,719
33388,2020,Aguascalientes,1,83,Mujeres,1003
33389,2020,Aguascalientes,1,84,Hombres,629
33390,2020,Aguascalientes,1,84,Mujeres,901
33391,2020,Aguascalientes,1,85,Hombres,546
33392,2020,Aguascalientes,1,85,Mujeres,804
33393,2020,Aguascalientes,1,86,Hombres,469
33394,2020,Aguascalientes,1,86,Mujeres,713
33395,2020,Aguascalientes,1,87,Hombres,402
33396,2020,Aguascalientes,1,87,Mujeres,630
33397,2020,Aguascalientes,1,88,Hombres,343
33398,2020,Aguascalientes,1,88,Mujeres,554
33399,2020,Aguascalientes,1,89,Hombres,289
33400,2020,Aguascalientes,1,89,Mujeres,481
33401,2020,Aguascalientes,1,90,Hombres,240
33402,2020,Aguascalientes,1,90,Mujeres,408
33403,2020,Aguascalientes,1,91,Hombres,196
33404,2020,Aguascalientes,1,91,Mujeres,341
33405,2020,Aguascalientes,1,92,Hombres,158
33406,2020,Aguascalientes,1,92,Mujeres,282
33407,2020,Aguascalientes,1,93,Hombres,126
33408,2020,Aguascalientes,1,93,Mujeres,230
33409,2020,Aguascalientes,1,94,Hombres,99
33410,2020,Aguascalientes,1,94,Mujeres,185
33411,2020,Aguascalientes,1,95,Hombres,78
33412,2020,Aguascalientes,1,95,Mujeres,147
33413,2020,Aguascalientes,1,96,Hombres,59
33414,2020,Aguascalientes,1,96,Mujeres,114
33415,2020,Aguascalientes,1,97,Hombres,45
33416,2020,Aguascalientes,1,97,Mujeres,86
33417,2020,Aguascalientes,1,98,Hombres,33
33418,2020,Aguascalientes,1,98,Mujeres,63
33419,2020,Aguascalientes,1,99,Hombres,23
33420,2020,Aguascalientes,1,99,Mujeres,46
33421,2020,Aguascalientes,1,100,Hombres,16
33422,2020,Aguascalientes,1,100,Mujeres,32
33423,2020,Aguascalientes,1,101,Hombres,11
33424,2020,Aguascalientes,1,101,Mujeres,21
33425,2020,Aguascalientes,1,102,Hombres,7
33426,2020,Aguascalientes,1,102,Mujeres,14
33427,2020,Aguascalientes,1,103,Hombres,5
33428,2020,Aguascalientes,1,103,Mujeres,8
33429,2020,Aguascalientes,1,104,Hombres,3
33430,2020,Aguascalientes,1,104,Mujeres,5
33431,2020,Aguascalientes,1,105,Hombres,2
33432,2020,Aguascalientes,1,105,Mujeres,3
33433,2020,Aguascalientes,1,106,Hombres,1
33434,2020,Aguascalientes,1,106,Mujeres,1
33435,2020,Aguascalientes,1,107,Hombres,1
33436,2020,Aguascalientes,1,107,Mujeres,1
33437,2020,Aguascalientes,1,108,Hombres,1
33438,2020,Aguascalientes,1,108,Mujeres,0
33439,2020,Aguascalientes,1,109,Hombres,0
33440,2020,Aguascalientes,1,109,Mujeres,0
51041,2020,Baja California,2,0,Hombres,29541
51042,2020,Baja California,2,0,Mujeres,28464
51043,2020,Baja California,2,1,Hombres,29923
51044,2020,Baja California,2,1,Mujeres,28872
51045,2020,Baja California,2,2,Hombres,30301
51046,2020,Baja California,2,2,Mujeres,29265
51047,2020,Baja California,2,3,Hombres,30650
51048,2020,Baja California,2,3,Mujeres,29625
51049,2020,Baja California,2,4,Hombres,30725
51050,2020,Baja California,2,4,Mujeres,30006
51051,2020,Baja California,2,5,Hombres,30658
51052,2020,Baja California,2,5,Mujeres,30280
51053,2020,Baja California,2,6,Hombres,30624
51054,2020,Baja California,2,6,Mujeres,30313
51055,2020,Baja California,2,7,Hombres,30577
51056,2020,Baja California,2,7,Mujeres,30269
51057,2020,Baja California,2,8,Hombres,30542
51058,2020,Baja California,2,8,Mujeres,30190
51059,2020,Baja California,2,9,Hombres,30537
51060,2020,Baja California,2,9,Mujeres,30137
51061,2020,Baja California,2,10,Hombres,30626
51062,2020,Baja California,2,10,Mujeres,30160
51063,2020,Baja California,2,11,Hombres,30783
51064,2020,Baja California,2,11,Mujeres,30236
51065,2020,Baja California,2,12,Hombres,30941
51066,2020,Baja California,2,12,Mujeres,30302
51067,2020,Baja California,2,13,Hombres,31111
51068,2020,Baja California,2,13,Mujeres,30346
51069,2020,Baja California,2,14,Hombres,31303
51070,2020,Baja California,2,14,Mujeres,30397
51071,2020,Baja California,2,15,Hombres,31541
51072,2020,Baja California,2,15,Mujeres,30497
51073,2020,Baja California,2,16,Hombres,31752
51074,2020,Baja California,2,16,Mujeres,30584
51075,2020,Baja California,2,17,Hombres,31877
51076,2020,Baja California,2,17,Mujeres,30624
51077,2020,Baja California,2,18,Hombres,31998
51078,2020,Baja California,2,18,Mujeres,30695
51079,2020,Baja California,2,19,Hombres,32091
51080,2020,Baja California,2,19,Mujeres,30764
51081,2020,Baja California,2,20,Hombres,32166
51082,2020,Baja California,2,20,Mujeres,30805
51083,2020,Baja California,2,21,Hombres,32290
51084,2020,Baja California,2,21,Mujeres,30859
51085,2020,Baja California,2,22,Hombres,32458
51086,2020,Baja California,2,22,Mujeres,30957
51087,2020,Baja California,2,23,Hombres,32652
51088,2020,Baja California,2,23,Mujeres,31127
51089,2020,Baja California,2,24,Hombres,32851
51090,2020,Baja California,2,24,Mujeres,31337
51091,2020,Baja California,2,25,Hombres,32954
51092,2020,Baja California,2,25,Mujeres,31475
51093,2020,Baja California,2,26,Hombres,32896
51094,2020,Baja California,2,26,Mujeres,31465
51095,2020,Baja California,2,27,Hombres,32700
51096,2020,Baja California,2,27,Mujeres,31356
51097,2020,Baja California,2,28,Hombres,32363
51098,2020,Baja California,2,28,Mujeres,31169
51099,2020,Baja California,2,29,Hombres,31867
51100,2020,Baja California,2,29,Mujeres,30892
51101,2020,Baja California,2,30,Hombres,31230
51102,2020,Baja California,2,30,Mujeres,30525
51103,2020,Baja California,2,31,Hombres,30551
51104,2020,Baja California,2,31,Mujeres,30124
51105,2020,Baja California,2,32,Hombres,29856
51106,2020,Baja California,2,32,Mujeres,29703
51107,2020,Baja California,2,33,Hombres,29128
51108,2020,Baja California,2,33,Mujeres,29230
51109,2020,Baja California,2,34,Hombres,28419
51110,2020,Baja California,2,34,Mujeres,28748
51111,2020,Baja California,2,35,Hombres,27752
51112,2020,Baja California,2,35,Mujeres,28278
51113,2020,Baja California,2,36,Hombres,27094
51114,2020,Baja California,2,36,Mujeres,27804
51115,2020,Baja California,2,37,Hombres,26450
51116,2020,Baja California,2,37,Mujeres,27336
51117,2020,Baja California,2,38,Hombres,25850
51118,2020,Baja California,2,38,Mujeres,26882
51119,2020,Baja California,2,39,Hombres,25326
51120,2020,Baja California,2,39,Mujeres,26454
51121,2020,Baja California,2,40,Hombres,24888
51122,2020,Baja California,2,40,Mujeres,26074
51123,2020,Baja California,2,41,Hombres,24543
51124,2020,Baja California,2,41,Mujeres,25741
51125,2020,Baja California,2,42,Hombres,24297
51126,2020,Baja California,2,42,Mujeres,25447
51127,2020,Baja California,2,43,Hombres,24140
51128,2020,Baja California,2,43,Mujeres,25182
51129,2020,Baja California,2,44,Hombres,24060
51130,2020,Baja California,2,44,Mujeres,24938
51131,2020,Baja California,2,45,Hombres,23948
51132,2020,Baja California,2,45,Mujeres,24631
51133,2020,Baja California,2,46,Hombres,23722
51134,2020,Baja California,2,46,Mujeres,24208
51135,2020,Baja California,2,47,Hombres,23390
51136,2020,Baja California,2,47,Mujeres,23696
51137,2020,Baja California,2,48,Hombres,22933
51138,2020,Baja California,2,48,Mujeres,23093
51139,2020,Baja California,2,49,Hombres,22367
51140,2020,Baja California,2,49,Mujeres,22416
51141,2020,Baja California,2,50,Hombres,21743
51142,2020,Baja California,2,50,Mujeres,21696
51143,2020,Baja California,2,51,Hombres,21080
51144,2020,Baja California,2,51,Mujeres,20946
51145,2020,Baja California,2,52,Hombres,20372
51146,2020,Baja California,2,52,Mujeres,20183
51147,2020,Baja California,2,53,Hombres,19640
