ENTIDAD_RES,FECHA_INGRESO,confirmados,fecha_ingreso,ENTIDAD,CLAVE_ENTIDAD
1,2020-09-10,58,2020-09-10,Aguascalientes,1
1,2020-09-11,52,2020-09-11,Aguascalientes,1
1,2020-09-12,14,2020-09-12,Aguascalientes,1
1,2020-09-13,13,2020-09-13,Aguascalientes,1
1,2020-09-14,68,2020-09-14,Aguascalientes,1
1,2020-09-15,16,2020-09-15,Aguascalientes,1
1,2020-09-16,23,2020-09-16,Aguascalientes,1
1,2020-09-17,103,2020-09-17,Aguascalientes,1
1,2020-09-18,55,2020-09-18,Aguascalientes,1
1,2020-09-19,28,2020-09-19,Aguascalientes,1
1,2020-09-20,25,2020-09-20,Aguascalientes,1
1,2020-09-21,86,2020-09-21,Aguascalientes,1
1,2020-09-22,67,2020-09-22,Aguascalientes,1
1,2020-09-23,81,2020-09-23,Aguascalientes,1
1,2020-09-24,76,2020-09-24,Aguascalientes,1
1,2020-09-25,54,2020-09-25,Aguascalientes,1
1,2020-09-26,22,2020-09-26,Aguascalientes,1
1,2020-09-27,15,2020-09-27,Aguascalientes,1
1,2020-09-28,95,2020-09-28,Aguascalientes,1
1,2020-09-29,95,2020-09-29,Aguascalientes,1
1,2020-09-30,85,2020-09-30,Aguascalientes,1
1,2020-10-01,54,2020-10-01,Aguascalientes,1
1,2020-10-02,73,2020-10-02,Aguascalientes,1
1,2020-10-03,15,2020-10-03,Aguascalientes,1
1,2020-10-04,17,2020-10-04,Aguascalientes,1
1,2020-10-05,105,2020-10-05,Aguascalientes,1
1,2020-10-06,93,2020-10-06,Aguascalientes,1
1,2020-10-07,69,2020-10-07,Aguascalientes,1
1,2020-10-08,75,2020-10-08,Aguascalientes,1
1,2020-10-09,79,2020-10-09,Aguascalientes,1
1,2020-10-10,19,2020-10-10,Aguascalientes,1
1,2020-10-11,24,2020-10-11,Aguascalientes,1
1,2020-10-12,117,2020-10-12,Aguascalientes,1
1,2020-10-13,91,2020-10-13,Aguascalientes,1
1,2020-10-14,91,2020-10-14,Aguascalientes,1
1,2020-10-15,98,2020-10-15,Aguascalientes,1
1,2020-10-16,96,2020-10-16,Aguascalientes,1
1,2020-10-17,20,2020-10-17,Aguascalientes,1
1,2020-10-18,32,2020-10-18,Aguascalientes,1
1,2020-10-19,155,2020-10-19,Aguascalientes,1
1,2020-10-20,114,2020-10-20,Aguascalientes,1
1,2020-10-21,110,2020-10-21,Aguascalientes,1
1,2020-10-22,112,2020-10-22,Aguascalientes,1
1,2020-10-23,139,2020-10-23,Aguascalientes,1
1,2020-10-24,45,2020-10-24,Aguascalientes,1
1,2020-10-25,32,2020-10-25,Aguascalientes,1
1,2020-10-26,162,2020-10-26,Aguascalientes,1
1,2020-10-27,194,2020-10-27,Aguascalientes,1
1,2020-10-28,173,2020-10-28,Aguascalientes,1
1,2020-10-29,165,2020-10-29,Aguascalientes,1
1,2020-10-30,172,2020-10-30,Aguascalientes,1
1,2020-10-31,39,2020-10-31,Aguascalientes,1
1,2020-11-01,26,2020-11-01,Aguascalientes,1
1,2020-11-02,231,2020-11-02,Aguascalientes,1
1,2020-11-03,177,2020-11-03,Aguascalientes,1
1,2020-11-04,128,2020-11-04,Aguascalientes,1
1,2020-11-05,113,2020-11-05,Aguascalientes,1
1,2020-11-06,172,2020-11-06,Aguascalientes,1
1,2020-11-07,29,2020-11-07,Aguascalientes,1
1,2020-11-08,43,2020-11-08,Aguascalientes,1
1,2020-11-09,144,2020-11-09,Aguascalientes,1
1,2020-11-10,115,2020-11-10,Aguascalientes,1
1,2020-11-11,200,2020-11-11,Aguascalientes,1
1,2020-11-12,214,2020-11-12,Aguascalientes,1
1,2020-11-13,151,2020-11-13,Aguascalientes,1
1,2020-11-14,36,2020-11-14,Aguascalientes,1
1,2020-11-15,34,2020-11-15,Aguascalientes,1
1,2020-11-16,41,2020-11-16,Aguascalientes,1
1,2020-11-17,264,2020-11-17,Aguascalientes,1
1,2020-11-18,268,2020-11-18,Aguascalientes,1
1,2020-11-19,242,2020-11-19,Aguascalientes,1
1,2020-11-20,218,2020-11-20,Aguascalientes,1
1,2020-11-21,54,2020-11-21,Aguascalientes,1
1,2020-11-22,49,2020-11-22,Aguascalientes,1
1,2020-11-23,258,2020-11-23,Aguascalientes,1
1,2020-11-24,257,2020-11-24,Aguascalientes,1
1,2020-11-25,197,2020-11-25,Aguascalientes,1
1,2020-11-26,188,2020-11-26,Aguascalientes,1
1,2020-11-27,159,2020-11-27,Aguascalientes,1
1,2020-11-28,53,2020-11-28,Aguascalientes,1
1,2020-11-29,40,2020-11-29,Aguascalientes,1
1,2020-11-30,199,2020-11-30,Aguascalientes,1
1,2020-12-01,188,2020-12-01,Aguascalientes,1
1,2020-12-02,195,2020-12-02,Aguascalientes,1
1,2020-12-03,148,2020-12-03,Aguascalientes,1
1,2020-12-04,124,2020-12-04,Aguascalientes,1
1,2020-12-05,33,2020-12-05,Aguascalientes,1
1,2020-12-06,48,2020-12-06,Aguascalientes,1
1,2020-12-07,141,2020-12-07,Aguascalientes,1
1,2020-12-08,122,2020-12-08,Aguascalientes,1
1,2020-12-09,130,2020-12-09,Aguascalientes,1
1,2020-12-10,101,2020-12-10,Aguascalientes,1
1,2020-12-11,96,2020-12-11,Aguascalientes,1
1,2020-12-12,18,2020-12-12,Aguascalientes,1
1,2020-12-13,24,2020-12-13,Aguascalientes,1
1,2020-12-14,114,2020-12-14,Aguascalientes,1
1,2020-12-15,123,2020-12-15,Aguascalientes,1
1,2020-12-16,88,2020-12-16,Aguascalientes,1
1,2020-12-17,98,2020-12-17,Aguascalientes,1
1,2020-12-18,107,2020-12-18,Aguascalientes,1
1,2020-12-19,20,2020-12-19,Aguascalientes,1
1,2020-12-20,19,2020-12-20,Aguascalientes,1
1,2020-12-21,121,2020-12-21,Aguascalientes,1
1,2020-12-22,123,2020-12-22,Aguascalientes,1
1,2020-12-23,77,2020-12-23,Aguascalientes,1
1,2020-12-24,68,2020-12-24,Aguascalientes,1
1,2020-12-25,8,2020-12-25,Aguascalientes,1
1,2020-12-26,17,2020-12-26,Aguascalientes,1
1,2020-12-27,22,2020-12-27,Aguascalientes,1
1,2020-12-28,132,2020-12-28,Aguascalientes,1
1,2020-12-29,118,2020-12-29,Aguascalientes,1
1,2020-12-30,110,2020-12-30,Aguascalientes,1
1,2020-12-31,65,2020-12-31,Aguascalientes,1
1,2021-01-01,16,2021-01-01,Aguascalientes,1
1,2021-01-02,29,2021-01-02,Aguascalientes,1
1,2021-01-03,37,2021-01-03,Aguascalientes,1
1,2021-01-04,97,2021-01-04,Aguascalientes,1
1,2021-01-05,96,2021-01-05,Aguascalientes,1
1,2021-01-06,83,2021-01-06,Aguascalientes,1
1,2021-01-07,63,2021-01-07,Aguascalientes,1
1,2021-01-08,68,2021-01-08,Aguascalientes,1
1,2021-01-09,39,2021-01-09,Aguascalientes,1
1,2021-01-10,22,2021-01-10,Aguascalientes,1
1,2021-01-11,105,2021-01-11,Aguascalientes,1
1,2021-01-12,105,2021-01-12,Aguascalientes,1
1,2021-01-13,73,2021-01-13,Aguascalientes,1
1,2021-01-14,108,2021-01-14,Aguascalientes,1
1,2021-01-15,87,2021-01-15,Aguascalientes,1
1,2021-01-16,8,2021-01-16,Aguascalientes,1
1,2021-01-17,13,2021-01-17,Aguascalientes,1
1,2021-01-18,1,2021-01-18,Aguascalientes,1
2,2020-03-03,1,2020-03-03,Baja California,2
2,2020-03-11,1,2020-03-11,Baja California,2
2,2020-03-16,1,2020-03-16,Baja California,2
2,2020-03-17,3,2020-03-17,Baja California,2
2,2020-03-18,4,2020-03-18,Baja California,2
2,2020-03-19,5,2020-03-19,Baja California,2
2,2020-03-20,6,2020-03-20,Baja California,2
2,2020-03-21,3,2020-03-21,Baja California,2
2,2020-03-22,2,2020-03-22,Baja California,2
2,2020-03-23,10,2020-03-23,Baja California,2
2,2020-03-24,9,2020-03-24,Baja California,2
2,2020-03-25,7,2020-03-25,Baja California,2
2,2020-03-26,11,2020-03-26,Baja California,2
2,2020-03-27,16,2020-03-27,Baja California,2
2,2020-03-28,7,2020-03-28,Baja California,2
2,2020-03-29,21,2020-03-29,Baja California,2
2,2020-03-30,29,2020-03-30,Baja California,2
2,2020-03-31,44,2020-03-31,Baja California,2
2,2020-04-01,66,2020-04-01,Baja California,2
2,2020-04-02,30,2020-04-02,Baja California,2
2,2020-04-03,38,2020-04-03,Baja California,2
2,2020-04-04,25,2020-04-04,Baja California,2
2,2020-04-05,20,2020-04-05,Baja California,2
2,2020-04-06,70,2020-04-06,Baja California,2
2,2020-04-07,41,2020-04-07,Baja California,2
2,2020-04-08,58,2020-04-08,Baja California,2
2,2020-04-09,58,2020-04-09,Baja California,2
2,2020-04-10,49,2020-04-10,Baja California,2
2,2020-04-11,32,2020-04-11,Baja California,2
2,2020-04-12,44,2020-04-12,Baja California,2
2,2020-04-13,81,2020-04-13,Baja California,2
2,2020-04-14,104,2020-04-14,Baja California,2
2,2020-04-15,102,2020-04-15,Baja California,2
2,2020-04-16,84,2020-04-16,Baja California,2
2,2020-04-17,99,2020-04-17,Baja California,2
2,2020-04-18,45,2020-04-18,Baja California,2
2,2020-04-19,44,2020-04-19,Baja California,2
2,2020-04-20,111,2020-04-20,Baja California,2
2,2020-04-21,108,2020-04-21,Baja California,2
2,2020-04-22,91,2020-04-22,Baja California,2
2,2020-04-23,112,2020-04-23,Baja California,2
2,2020-04-24,87,2020-04-24,Baja California,2
2,2020-04-25,44,2020-04-25,Baja California,2
2,2020-04-26,69,2020-04-26,Baja California,2
2,2020-04-27,112,2020-04-27,Baja California,2
2,2020-04-28,98,2020-04-28,Baja California,2
2,2020-04-29,109,2020-04-29,Baja California,2
2,2020-04-30,89,2020-04-30,Baja California,2
2,2020-05-01,92,2020-05-01,Baja California,2
2,2020-05-02,78,2020-05-02,Baja California,2
2,2020-05-03,91,2020-05-03,Baja California,2
2,2020-05-04,144,2020-05-04,Baja California,2
2,2020-05-05,141,2020-05-05,Baja California,2
2,2020-05-06,118,2020-05-06,Baja California,2
2,2020-05-07,123,2020-05-07,Baja California,2
2,2020-05-08,142,2020-05-08,Baja California,2
2,2020-05-09,75,2020-05-09,Baja California,2
2,2020-05-10,69,2020-05-10,Baja California,2
2,2020-05-11,130,2020-05-11,Baja California,2
2,2020-05-12,126,2020-05-12,Baja California,2
2,2020-05-13,129,2020-05-13,Baja California,2
2,2020-05-14,114,2020-05-14,Baja California,2
2,2020-05-15,147,2020-05-15,Baja California,2
2,2020-05-16,73,2020-05-16,Baja California,2
2,2020-05-17,72,2020-05-17,Baja California,2
2,2020-05-18,216,2020-05-18,Baja California,2
2,2020-05-19,156,2020-05-19,Baja California,2
2,2020-05-20,170,2020-05-20,Baja California,2
2,2020-05-21,231,2020-05-21,Baja California,2
2,2020-05-22,210,2020-05-22,Baja California,2
2,2020-05-23,66,2020-05-23,Baja California,2
2,2020-05-24,82,2020-05-24,Baja California,2
2,2020-05-25,136,2020-05-25,Baja California,2
2,2020-05-26,135,2020-05-26,Baja California,2
2,2020-05-27,130,2020-05-27,Baja California,2
2,2020-05-28,118,2020-05-28,Baja California,2
2,2020-05-29,116,2020-05-29,Baja California,2
2,2020-05-30,84,2020-05-30,Baja California,2
2,2020-05-31,71,2020-05-31,Baja California,2
2,2020-06-01,153,2020-06-01,Baja California,2
2,2020-06-02,172,2020-06-02,Baja California,2
2,2020-06-03,163,2020-06-03,Baja California,2
2,2020-06-04,152,2020-06-04,Baja California,2
2,2020-06-05,152,2020-06-05,Baja California,2
2,2020-06-06,106,2020-06-06,Baja California,2
2,2020-06-07,69,2020-06-07,Baja California,2
2,2020-06-08,172,2020-06-08,Baja California,2
2,2020-06-09,175,2020-06-09,Baja California,2
2,2020-06-10,149,2020-06-10,Baja California,2
2,2020-06-11,148,2020-06-11,Baja California,2
2,2020-06-12,115,2020-06-12,Baja California,2
2,2020-06-13,87,2020-06-13,Baja California,2
2,2020-06-14,94,2020-06-14,Baja California,2
2,2020-06-15,181,2020-06-15,Baja California,2
2,2020-06-16,189,2020-06-16,Baja California,2
2,2020-06-17,151,2020-06-17,Baja California,2
2,2020-06-18,146,2020-06-18,Baja California,2
2,2020-06-19,175,2020-06-19,Baja California,2
2,2020-06-20,88,2020-06-20,Baja California,2
2,2020-06-21,61,2020-06-21,Baja California,2
2,2020-06-22,208,2020-06-22,Baja California,2
2,2020-06-23,195,2020-06-23,Baja California,2
2,2020-06-24,180,2020-06-24,Baja California,2
2,2020-06-25,175,2020-06-25,Baja California,2
2,2020-06-26,174,2020-06-26,Baja California,2
2,2020-06-27,111,2020-06-27,Baja California,2
2,2020-06-28,63,2020-06-28,Baja California,2
2,2020-06-29,207,2020-06-29,Baja California,2
2,2020-06-30,201,2020-06-30,Baja California,2
2,2020-07-01,185,2020-07-01,Baja California,2
2,2020-07-02,193,2020-07-02,Baja California,2
2,2020-07-03,166,2020-07-03,Baja California,2
2,2020-07-04,73,2020-07-04,Baja California,2
2,2020-07-05,97,2020-07-05,Baja California,2
2,2020-07-06,216,2020-07-06,Baja California,2
2,2020-07-07,213,2020-07-07,Baja California,2
2,2020-07-08,213,2020-07-08,Baja California,2
2,2020-07-09,166,2020-07-09,Baja California,2
2,2020-07-10,132,2020-07-10,Baja California,2
2,2020-07-11,62,2020-07-11,Baja California,2
2,2020-07-12,79,2020-07-12,Baja California,2
2,2020-07-13,169,2020-07-13,Baja California,2
2,2020-07-14,177,2020-07-14,Baja California,2
2,2020-07-15,184,2020-07-15,Baja California,2
2,2020-07-16,160,2020-07-16,Baja California,2
2,2020-07-17,145,2020-07-17,Baja California,2
2,2020-07-18,87,2020-07-18,Baja California,2
2,2020-07-19,94,2020-07-19,Baja California,2
2,2020-07-20,162,2020-07-20,Baja California,2
2,2020-07-21,143,2020-07-21,Baja California,2
2,2020-07-22,143,2020-07-22,Baja California,2
2,2020-07-23,124,2020-07-23,Baja California,2
2,2020-07-24,138,2020-07-24,Baja California,2
2,2020-07-25,80,2020-07-25,Baja California,2
2,2020-07-26,64,2020-07-26,Baja California,2
2,2020-07-27,151,2020-07-27,Baja California,2
2,2020-07-28,134,2020-07-28,Baja California,2
2,2020-07-29,124,2020-07-29,Baja California,2
2,2020-07-30,133,2020-07-30,Baja California,2
2,2020-07-31,156,2020-07-31,Baja California,2
2,2020-08-01,68,2020-08-01,Baja California,2
2,2020-08-02,64,2020-08-02,Baja California,2
2,2020-08-03,150,2020-08-03,Baja California,2
2,2020-08-04,150,2020-08-04,Baja California,2
2,2020-08-05,119,2020-08-05,Baja California,2
2,2020-08-06,114,2020-08-06,Baja California,2
2,2020-08-07,114,2020-08-07,Baja California,2
2,2020-08-08,64,2020-08-08,Baja California,2
2,2020-08-09,47,2020-08-09,Baja California,2
2,2020-08-10,170,2020-08-10,Baja California,2
2,2020-08-11,119,2020-08-11,Baja California,2
2,2020-08-12,112,2020-08-12,Baja California,2
2,2020-08-13,111,2020-08-13,Baja California,2
2,2020-08-14,100,2020-08-14,Baja California,2
2,2020-08-15,40,2020-08-15,Baja California,2
2,2020-08-16,50,2020-08-16,Baja California,2
2,2020-08-17,169,2020-08-17,Baja California,2
2,2020-08-18,126,2020-08-18,Baja California,2
2,2020-08-19,123,2020-08-19,Baja California,2
2,2020-08-20,136,2020-08-20,Baja California,2
2,2020-08-21,99,2020-08-21,Baja California,2
2,2020-08-22,46,2020-08-22,Baja California,2
2,2020-08-23,46,2020-08-23,Baja California,2
2,2020-08-24,150,2020-08-24,Baja California,2
2,2020-08-25,108,2020-08-25,Baja California,2
2,2020-08-26,93,2020-08-26,Baja California,2
2,2020-08-27,114,2020-08-27,Baja California,2
2,2020-08-28,110,2020-08-28,Baja California,2
2,2020-08-29,40,2020-08-29,Baja California,2
2,2020-08-30,39,2020-08-30,Baja California,2
2,2020-08-31,194,2020-08-31,Baja California,2
2,2020-09-01,185,2020-09-01,Baja California,2
2,2020-09-02,157,2020-09-02,Baja California,2
2,2020-09-03,162,2020-09-03,Baja California,2
2,2020-09-04,124,2020-09-04,Baja California,2
2,2020-09-05,64,2020-09-05,Baja California,2
2,2020-09-06,36,2020-09-06,Baja California,2
2,2020-09-07,158,2020-09-07,Baja California,2
2,2020-09-08,122,2020-09-08,Baja California,2
2,2020-09-09,112,2020-09-09,Baja California,2
2,2020-09-10,105,2020-09-10,Baja California,2
2,2020-09-11,105,2020-09-11,Baja California,2
2,2020-09-12,36,2020-09-12,Baja California,2
2,2020-09-13,31,2020-09-13,Baja California,2
2,2020-09-14,114,2020-09-14,Baja California,2
2,2020-09-15,50,2020-09-15,Baja California,2
2,2020-09-16,32,2020-09-16,Baja California,2
2,2020-09-17,120,2020-09-17,Baja California,2
2,2020-09-18,100,2020-09-18,Baja California,2
2,2020-09-19,36,2020-09-19,Baja California,2
2,2020-09-20,37,2020-09-20,Baja California,2
2,2020-09-21,97,2020-09-21,Baja California,2
2,2020-09-22,102,2020-09-22,Baja California,2
2,2020-09-23,106,2020-09-23,Baja California,2
2,2020-09-24,78,2020-09-24,Baja California,2
2,2020-09-25,81,2020-09-25,Baja California,2
2,2020-09-26,27,2020-09-26,Baja California,2
2,2020-09-27,28,2020-09-27,Baja California,2
2,2020-09-28,110,2020-09-28,Baja California,2
2,2020-09-29,94,2020-09-29,Baja California,2
2,2020-09-30,128,2020-09-30,Baja California,2
2,2020-10-01,108,2020-10-01,Baja California,2
2,2020-10-02,84,2020-10-02,Baja California,2
2,2020-10-03,47,2020-10-03,Baja California,2
2,2020-10-04,30,2020-10-04,Baja California,2
2,2020-10-05,140,2020-10-05,Baja California,2
2,2020-10-06,137,2020-10-06,Baja California,2
2,2020-10-07,129,2020-10-07,Baja California,2
2,2020-10-08,91,2020-10-08,Baja California,2
2,2020-10-09,73,2020-10-09,Baja California,2
2,2020-10-10,41,2020-10-10,Baja California,2
2,2020-10-11,37,2020-10-11,Baja California,2
2,2020-10-12,130,2020-10-12,Baja California,2
