ENTIDAD_RES,FECHA_INGRESO,confirmados,fecha_ingreso,ENTIDAD,CLAVE_ENTIDAD
6,2020-05-21,4,2020-05-21,Colima,6
6,2020-05-22,7,2020-05-22,Colima,6
6,2020-05-23,4,2020-05-23,Colima,6
6,2020-05-24,7,2020-05-24,Colima,6
6,2020-05-25,7,2020-05-25,Colima,6
6,2020-05-26,7,2020-05-26,Colima,6
6,2020-05-27,5,2020-05-27,Colima,6
6,2020-05-28,7,2020-05-28,Colima,6
6,2020-05-29,8,2020-05-29,Colima,6
6,2020-05-30,6,2020-05-30,Colima,6
6,2020-05-31,4,2020-05-31,Colima,6
6,2020-06-01,11,2020-06-01,Colima,6
6,2020-06-02,12,2020-06-02,Colima,6
6,2020-06-03,11,2020-06-03,Colima,6
6,2020-06-04,9,2020-06-04,Colima,6
6,2020-06-05,11,2020-06-05,Colima,6
6,2020-06-06,11,2020-06-06,Colima,6
6,2020-06-07,4,2020-06-07,Colima,6
6,2020-06-08,13,2020-06-08,Colima,6
6,2020-06-09,15,2020-06-09,Colima,6
6,2020-06-10,12,2020-06-10,Colima,6
6,2020-06-11,16,2020-06-11,Colima,6
6,2020-06-12,13,2020-06-12,Colima,6
6,2020-06-13,11,2020-06-13,Colima,6
6,2020-06-14,8,2020-06-14,Colima,6
6,2020-06-15,15,2020-06-15,Colima,6
6,2020-06-16,24,2020-06-16,Colima,6
6,2020-06-17,17,2020-06-17,Colima,6
6,2020-06-18,18,2020-06-18,Colima,6
6,2020-06-19,27,2020-06-19,Colima,6
6,2020-06-20,11,2020-06-20,Colima,6
6,2020-06-21,17,2020-06-21,Colima,6
6,2020-06-22,21,2020-06-22,Colima,6
6,2020-06-23,23,2020-06-23,Colima,6
6,2020-06-24,21,2020-06-24,Colima,6
6,2020-06-25,25,2020-06-25,Colima,6
6,2020-06-26,27,2020-06-26,Colima,6
6,2020-06-27,17,2020-06-27,Colima,6
6,2020-06-28,13,2020-06-28,Colima,6
6,2020-06-29,21,2020-06-29,Colima,6
6,2020-06-30,22,2020-06-30,Colima,6
6,2020-07-01,36,2020-07-01,Colima,6
6,2020-07-02,18,2020-07-02,Colima,6
6,2020-07-03,34,2020-07-03,Colima,6
6,2020-07-04,13,2020-07-04,Colima,6
6,2020-07-05,14,2020-07-05,Colima,6
6,2020-07-06,33,2020-07-06,Colima,6
6,2020-07-07,36,2020-07-07,Colima,6
6,2020-07-08,34,2020-07-08,Colima,6
6,2020-07-09,38,2020-07-09,Colima,6
6,2020-07-10,60,2020-07-10,Colima,6
6,2020-07-11,28,2020-07-11,Colima,6
6,2020-07-12,23,2020-07-12,Colima,6
6,2020-07-13,59,2020-07-13,Colima,6
6,2020-07-14,59,2020-07-14,Colima,6
6,2020-07-15,49,2020-07-15,Colima,6
6,2020-07-16,72,2020-07-16,Colima,6
6,2020-07-17,51,2020-07-17,Colima,6
6,2020-07-18,43,2020-07-18,Colima,6
6,2020-07-19,37,2020-07-19,Colima,6
6,2020-07-20,63,2020-07-20,Colima,6
6,2020-07-21,65,2020-07-21,Colima,6
6,2020-07-22,79,2020-07-22,Colima,6
6,2020-07-23,73,2020-07-23,Colima,6
6,2020-07-24,62,2020-07-24,Colima,6
6,2020-07-25,42,2020-07-25,Colima,6
6,2020-07-26,41,2020-07-26,Colima,6
6,2020-07-27,50,2020-07-27,Colima,6
6,2020-07-28,70,2020-07-28,Colima,6
6,2020-07-29,53,2020-07-29,Colima,6
6,2020-07-30,64,2020-07-30,Colima,6
6,2020-07-31,44,2020-07-31,Colima,6
6,2020-08-01,25,2020-08-01,Colima,6
6,2020-08-02,34,2020-08-02,Colima,6
6,2020-08-03,76,2020-08-03,Colima,6
6,2020-08-04,75,2020-08-04,Colima,6
6,2020-08-05,66,2020-08-05,Colima,6
6,2020-08-06,67,2020-08-06,Colima,6
6,2020-08-07,57,2020-08-07,Colima,6
6,2020-08-08,32,2020-08-08,Colima,6
6,2020-08-09,35,2020-08-09,Colima,6
6,2020-08-10,70,2020-08-10,Colima,6
6,2020-08-11,73,2020-08-11,Colima,6
6,2020-08-12,79,2020-08-12,Colima,6
6,2020-08-13,72,2020-08-13,Colima,6
6,2020-08-14,80,2020-08-14,Colima,6
6,2020-08-15,43,2020-08-15,Colima,6
6,2020-08-16,43,2020-08-16,Colima,6
6,2020-08-17,75,2020-08-17,Colima,6
6,2020-08-18,64,2020-08-18,Colima,6
6,2020-08-19,75,2020-08-19,Colima,6
6,2020-08-20,83,2020-08-20,Colima,6
6,2020-08-21,67,2020-08-21,Colima,6
6,2020-08-22,42,2020-08-22,Colima,6
6,2020-08-23,43,2020-08-23,Colima,6
6,2020-08-24,79,2020-08-24,Colima,6
6,2020-08-25,83,2020-08-25,Colima,6
6,2020-08-26,72,2020-08-26,Colima,6
6,2020-08-27,59,2020-08-27,Colima,6
6,2020-08-28,60,2020-08-28,Colima,6
6,2020-08-29,35,2020-08-29,Colima,6
6,2020-08-30,32,2020-08-30,Colima,6
6,2020-08-31,82,2020-08-31,Colima,6
6,2020-09-01,52,2020-09-01,Colima,6
6,2020-09-02,48,2020-09-02,Colima,6
6,2020-09-03,36,2020-09-03,Colima,6
6,2020-09-04,44,2020-09-04,Colima,6
6,2020-09-05,22,2020-09-05,Colima,6
6,2020-09-06,24,2020-09-06,Colima,6
6,2020-09-07,54,2020-09-07,Colima,6
6,2020-09-08,49,2020-09-08,Colima,6
6,2020-09-09,32,2020-09-09,Colima,6
6,2020-09-10,41,2020-09-10,Colima,6
6,2020-09-11,50,2020-09-11,Colima,6
6,2020-09-12,20,2020-09-12,Colima,6
6,2020-09-13,27,2020-09-13,Colima,6
6,2020-09-14,49,2020-09-14,Colima,6
6,2020-09-15,49,2020-09-15,Colima,6
6,2020-09-16,24,2020-09-16,Colima,6
6,2020-09-17,45,2020-09-17,Colima,6
6,2020-09-18,64,2020-09-18,Colima,6
6,2020-09-19,39,2020-09-19,Colima,6
6,2020-09-20,35,2020-09-20,Colima,6
6,2020-09-21,58,2020-09-21,Colima,6
6,2020-09-22,76,2020-09-22,Colima,6
6,2020-09-23,57,2020-09-23,Colima,6
6,2020-09-24,70,2020-09-24,Colima,6
6,2020-09-25,48,2020-09-25,Colima,6
6,2020-09-26,37,2020-09-26,Colima,6
6,2020-09-27,25,2020-09-27,Colima,6
6,2020-09-28,75,2020-09-28,Colima,6
6,2020-09-29,70,2020-09-29,Colima,6
6,2020-09-30,75,2020-09-30,Colima,6
6,2020-10-01,53,2020-10-01,Colima,6
6,2020-10-02,56,2020-10-02,Colima,6
6,2020-10-03,35,2020-10-03,Colima,6
6,2020-10-04,22,2020-10-04,Colima,6
6,2020-10-05,57,2020-10-05,Colima,6
6,2020-10-06,64,2020-10-06,Colima,6
6,2020-10-07,56,2020-10-07,Colima,6
6,2020-10-08,73,2020-10-08,Colima,6
6,2020-10-09,73,2020-10-09,Colima,6
6,2020-10-10,33,2020-10-10,Colima,6
6,2020-10-11,29,2020-10-11,Colima,6
6,2020-10-12,48,2020-10-12,Colima,6
6,2020-10-13,56,2020-10-13,Colima,6
6,2020-10-14,47,2020-10-14,Colima,6
6,2020-10-15,49,2020-10-15,Colima,6
6,2020-10-16,76,2020-10-16,Colima,6
6,2020-10-17,34,2020-10-17,Colima,6
6,2020-10-18,27,2020-10-18,Colima,6
6,2020-10-19,41,2020-10-19,Colima,6
6,2020-10-20,50,2020-10-20,Colima,6
6,2020-10-21,41,2020-10-21,Colima,6
6,2020-10-22,36,2020-10-22,Colima,6
6,2020-10-23,36,2020-10-23,Colima,6
6,2020-10-24,20,2020-10-24,Colima,6
6,2020-10-25,16,2020-10-25,Colima,6
6,2020-10-26,39,2020-10-26,Colima,6
6,2020-10-27,52,2020-10-27,Colima,6
6,2020-10-28,39,2020-10-28,Colima,6
6,2020-10-29,36,2020-10-29,Colima,6
6,2020-10-30,35,2020-10-30,Colima,6
6,2020-10-31,19,2020-10-31,Colima,6
6,2020-11-01,18,2020-11-01,Colima,6
6,2020-11-02,29,2020-11-02,Colima,6
6,2020-11-03,28,2020-11-03,Colima,6
6,2020-11-04,34,2020-11-04,Colima,6
6,2020-11-05,31,2020-11-05,Colima,6
6,2020-11-06,24,2020-11-06,Colima,6
6,2020-11-07,19,2020-11-07,Colima,6
6,2020-11-08,13,2020-11-08,Colima,6
6,2020-11-09,30,2020-11-09,Colima,6
6,2020-11-10,30,2020-11-10,Colima,6
6,2020-11-11,30,2020-11-11,Colima,6
6,2020-11-12,9,2020-11-12,Colima,6
6,2020-11-13,12,2020-11-13,Colima,6
6,2020-11-14,3,2020-11-14,Colima,6
6,2020-11-15,7,2020-11-15,Colima,6
6,2020-11-16,7,2020-11-16,Colima,6
6,2020-11-17,30,2020-11-17,Colima,6
6,2020-11-18,36,2020-11-18,Colima,6
6,2020-11-19,24,2020-11-19,Colima,6
6,2020-11-20,14,2020-11-20,Colima,6
6,2020-11-21,15,2020-11-21,Colima,6
6,2020-11-22,6,2020-11-22,Colima,6
6,2020-11-23,25,2020-11-23,Colima,6
6,2020-11-24,23,2020-11-24,Colima,6
6,2020-11-25,20,2020-11-25,Colima,6
6,2020-11-26,23,2020-11-26,Colima,6
6,2020-11-27,21,2020-11-27,Colima,6
6,2020-11-28,13,2020-11-28,Colima,6
6,2020-11-29,16,2020-11-29,Colima,6
6,2020-11-30,23,2020-11-30,Colima,6
6,2020-12-01,23,2020-12-01,Colima,6
6,2020-12-02,25,2020-12-02,Colima,6
6,2020-12-03,26,2020-12-03,Colima,6
6,2020-12-04,17,2020-12-04,Colima,6
6,2020-12-05,16,2020-12-05,Colima,6
6,2020-12-06,11,2020-12-06,Colima,6
6,2020-12-07,22,2020-12-07,Colima,6
6,2020-12-08,18,2020-12-08,Colima,6
6,2020-12-09,24,2020-12-09,Colima,6
6,2020-12-10,19,2020-12-10,Colima,6
6,2020-12-11,17,2020-12-11,Colima,6
6,2020-12-12,16,2020-12-12,Colima,6
6,2020-12-13,16,2020-12-13,Colima,6
6,2020-12-14,23,2020-12-14,Colima,6
6,2020-12-15,8,2020-12-15,Colima,6
6,2020-12-16,30,2020-12-16,Colima,6
6,2020-12-17,24,2020-12-17,Colima,6
6,2020-12-18,16,2020-12-18,Colima,6
6,2020-12-19,18,2020-12-19,Colima,6
6,2020-12-20,15,2020-12-20,Colima,6
6,2020-12-21,30,2020-12-21,Colima,6
6,2020-12-22,27,2020-12-22,Colima,6
6,2020-12-23,27,2020-12-23,Colima,6
6,2020-12-24,28,2020-12-24,Colima,6
6,2020-12-25,12,2020-12-25,Colima,6
6,2020-12-26,27,2020-12-26,Colima,6
6,2020-12-27,24,2020-12-27,Colima,6
6,2020-12-28,38,2020-12-28,Colima,6
6,2020-12-29,40,2020-12-29,Colima,6
6,2020-12-30,30,2020-12-30,Colima,6
6,2020-12-31,36,2020-12-31,Colima,6
6,2021-01-01,19,2021-01-01,Colima,6
6,2021-01-02,16,2021-01-02,Colima,6
6,2021-01-03,40,2021-01-03,Colima,6
6,2021-01-04,37,2021-01-04,Colima,6
6,2021-01-05,35,2021-01-05,Colima,6
6,2021-01-06,32,2021-01-06,Colima,6
6,2021-01-07,44,2021-01-07,Colima,6
6,2021-01-08,49,2021-01-08,Colima,6
6,2021-01-09,35,2021-01-09,Colima,6
6,2021-01-10,39,2021-01-10,Colima,6
6,2021-01-11,53,2021-01-11,Colima,6
6,2021-01-12,31,2021-01-12,Colima,6
6,2021-01-13,38,2021-01-13,Colima,6
6,2021-01-14,46,2021-01-14,Colima,6
6,2021-01-15,48,2021-01-15,Colima,6
6,2021-01-16,38,2021-01-16,Colima,6
6,2021-01-17,19,2021-01-17,Colima,6
7,2020-02-29,1,2020-02-29,Chiapas,7
7,2020-03-18,1,2020-03-18,Chiapas,7
7,2020-03-23,3,2020-03-23,Chiapas,7
7,2020-03-25,2,2020-03-25,Chiapas,7
7,2020-03-27,5,2020-03-27,Chiapas,7
7,2020-03-28,1,2020-03-28,Chiapas,7
7,2020-03-30,2,2020-03-30,Chiapas,7
7,2020-03-31,2,2020-03-31,Chiapas,7
7,2020-04-01,4,2020-04-01,Chiapas,7
7,2020-04-02,2,2020-04-02,Chiapas,7
7,2020-04-03,5,2020-04-03,Chiapas,7
7,2020-04-04,1,2020-04-04,Chiapas,7
7,2020-04-05,1,2020-04-05,Chiapas,7
7,2020-04-06,5,2020-04-06,Chiapas,7
7,2020-04-07,2,2020-04-07,Chiapas,7
7,2020-04-08,6,2020-04-08,Chiapas,7
7,2020-04-09,3,2020-04-09,Chiapas,7
7,2020-04-10,3,2020-04-10,Chiapas,7
7,2020-04-11,1,2020-04-11,Chiapas,7
7,2020-04-13,5,2020-04-13,Chiapas,7
7,2020-04-14,5,2020-04-14,Chiapas,7
7,2020-04-15,6,2020-04-15,Chiapas,7
7,2020-04-16,3,2020-04-16,Chiapas,7
7,2020-04-17,10,2020-04-17,Chiapas,7
7,2020-04-18,4,2020-04-18,Chiapas,7
7,2020-04-19,7,2020-04-19,Chiapas,7
7,2020-04-20,10,2020-04-20,Chiapas,7
7,2020-04-21,9,2020-04-21,Chiapas,7
7,2020-04-22,11,2020-04-22,Chiapas,7
7,2020-04-23,15,2020-04-23,Chiapas,7
7,2020-04-24,13,2020-04-24,Chiapas,7
7,2020-04-25,9,2020-04-25,Chiapas,7
7,2020-04-26,12,2020-04-26,Chiapas,7
7,2020-04-27,21,2020-04-27,Chiapas,7
7,2020-04-28,9,2020-04-28,Chiapas,7
7,2020-04-29,19,2020-04-29,Chiapas,7
7,2020-04-30,13,2020-04-30,Chiapas,7
7,2020-05-01,19,2020-05-01,Chiapas,7
7,2020-05-02,9,2020-05-02,Chiapas,7
7,2020-05-03,14,2020-05-03,Chiapas,7
7,2020-05-04,31,2020-05-04,Chiapas,7
7,2020-05-05,28,2020-05-05,Chiapas,7
7,2020-05-06,35,2020-05-06,Chiapas,7
7,2020-05-07,35,2020-05-07,Chiapas,7
7,2020-05-08,36,2020-05-08,Chiapas,7
7,2020-05-09,23,2020-05-09,Chiapas,7
7,2020-05-10,21,2020-05-10,Chiapas,7
7,2020-05-11,32,2020-05-11,Chiapas,7
7,2020-05-12,47,2020-05-12,Chiapas,7
7,2020-05-13,68,2020-05-13,Chiapas,7
7,2020-05-14,66,2020-05-14,Chiapas,7
7,2020-05-15,82,2020-05-15,Chiapas,7
7,2020-05-16,40,2020-05-16,Chiapas,7
7,2020-05-17,34,2020-05-17,Chiapas,7
7,2020-05-18,93,2020-05-18,Chiapas,7
7,2020-05-19,64,2020-05-19,Chiapas,7
7,2020-05-20,74,2020-05-20,Chiapas,7
7,2020-05-21,104,2020-05-21,Chiapas,7
7,2020-05-22,99,2020-05-22,Chiapas,7
7,2020-05-23,55,2020-05-23,Chiapas,7
7,2020-05-24,50,2020-05-24,Chiapas,7
7,2020-05-25,146,2020-05-25,Chiapas,7
7,2020-05-26,132,2020-05-26,Chiapas,7
7,2020-05-27,125,2020-05-27,Chiapas,7
7,2020-05-28,141,2020-05-28,Chiapas,7
7,2020-05-29,126,2020-05-29,Chiapas,7
7,2020-05-30,70,2020-05-30,Chiapas,7
7,2020-05-31,70,2020-05-31,Chiapas,7
7,2020-06-01,146,2020-06-01,Chiapas,7
7,2020-06-02,144,2020-06-02,Chiapas,7
7,2020-06-03,114,2020-06-03,Chiapas,7
7,2020-06-04,109,2020-06-04,Chiapas,7
7,2020-06-05,128,2020-06-05,Chiapas,7
7,2020-06-06,71,2020-06-06,Chiapas,7
7,2020-06-07,74,2020-06-07,Chiapas,7
7,2020-06-08,140,2020-06-08,Chiapas,7
7,2020-06-09,130,2020-06-09,Chiapas,7
7,2020-06-10,110,2020-06-10,Chiapas,7
7,2020-06-11,96,2020-06-11,Chiapas,7
7,2020-06-12,107,2020-06-12,Chiapas,7
7,2020-06-13,68,2020-06-13,Chiapas,7
7,2020-06-14,61,2020-06-14,Chiapas,7
7,2020-06-15,94,2020-06-15,Chiapas,7
7,2020-06-16,92,2020-06-16,Chiapas,7
7,2020-06-17,110,2020-06-17,Chiapas,7
7,2020-06-18,94,2020-06-18,Chiapas,7
7,2020-06-19,82,2020-06-19,Chiapas,7
7,2020-06-20,53,2020-06-20,Chiapas,7
7,2020-06-21,39,2020-06-21,Chiapas,7
7,2020-06-22,96,2020-06-22,Chiapas,7
7,2020-06-23,86,2020-06-23,Chiapas,7
7,2020-06-24,97,2020-06-24,Chiapas,7
7,2020-06-25,89,2020-06-25,Chiapas,7
7,2020-06-26,85,2020-06-26,Chiapas,7
7,2020-06-27,43,2020-06-27,Chiapas,7
7,2020-06-28,46,2020-06-28,Chiapas,7
7,2020-06-29,69,2020-06-29,Chiapas,7
7,2020-06-30,54,2020-06-30,Chiapas,7
7,2020-07-01,65,2020-07-01,Chiapas,7
7,2020-07-02,54,2020-07-02,Chiapas,7
7,2020-07-03,62,2020-07-03,Chiapas,7
7,2020-07-04,42,2020-07-04,Chiapas,7
7,2020-07-05,23,2020-07-05,Chiapas,7
7,2020-07-06,42,2020-07-06,Chiapas,7
7,2020-07-07,44,2020-07-07,Chiapas,7
7,2020-07-08,35,2020-07-08,Chiapas,7
7,2020-07-09,31,2020-07-09,Chiapas,7
7,2020-07-10,41,2020-07-10,Chiapas,7
7,2020-07-11,21,2020-07-11,Chiapas,7
7,2020-07-12,27,2020-07-12,Chiapas,7
7,2020-07-13,87,2020-07-13,Chiapas,7
7,2020-07-14,104,2020-07-14,Chiapas,7
7,2020-07-15,52,2020-07-15,Chiapas,7
7,2020-07-16,58,2020-07-16,Chiapas,7
7,2020-07-17,42,2020-07-17,Chiapas,7
7,2020-07-18,21,2020-07-18,Chiapas,7
7,2020-07-19,66,2020-07-19,Chiapas,7
7,2020-07-20,53,2020-07-20,Chiapas,7
7,2020-07-21,36,2020-07-21,Chiapas,7
7,2020-07-22,50,2020-07-22,Chiapas,7
7,2020-07-23,28,2020-07-23,Chiapas,7
7,2020-07-24,52,2020-07-24,Chiapas,7
7,2020-07-25,18,2020-07-25,Chiapas,7
7,2020-07-26,26,2020-07-26,Chiapas,7
7,2020-07-27,46,2020-07-27,Chiapas,7
7,2020-07-28,42,2020-07-28,Chiapas,7
7,2020-07-29,33,2020-07-29,Chiapas,7
7,2020-07-30,22,2020-07-30,Chiapas,7
7,2020-07-31,40,2020-07-31,Chiapas,7
7,2020-08-01,23,2020-08-01,Chiapas,7
7,2020-08-02,17,2020-08-02,Chiapas,7
7,2020-08-03,29,2020-08-03,Chiapas,7
7,2020-08-04,39,2020-08-04,Chiapas,7
7,2020-08-05,48,2020-08-05,Chiapas,7
7,2020-08-06,36,2020-08-06,Chiapas,7
7,2020-08-07,16,2020-08-07,Chiapas,7
7,2020-08-08,12,2020-08-08,Chiapas,7
7,2020-08-09,15,2020-08-09,Chiapas,7
7,2020-08-10,29,2020-08-10,Chiapas,7
7,2020-08-11,21,2020-08-11,Chiapas,7
7,2020-08-12,19,2020-08-12,Chiapas,7
7,2020-08-13,35,2020-08-13,Chiapas,7
7,2020-08-14,21,2020-08-14,Chiapas,7
7,2020-08-15,9,2020-08-15,Chiapas,7
7,2020-08-16,10,2020-08-16,Chiapas,7
7,2020-08-17,26,2020-08-17,Chiapas,7
7,2020-08-18,22,2020-08-18,Chiapas,7
7,2020-08-19,21,2020-08-19,Chiapas,7
7,2020-08-20,29,2020-08-20,Chiapas,7
7,2020-08-21,36,2020-08-21,Chiapas,7
7,2020-08-22,14,2020-08-22,Chiapas,7
7,2020-08-23,9,2020-08-23,Chiapas,7
7,2020-08-24,14,2020-08-24,Chiapas,7
7,2020-08-25,23,2020-08-25,Chiapas,7
7,2020-08-26,16,2020-08-26,Chiapas,7
7,2020-08-27,11,2020-08-27,Chiapas,7
7,2020-08-28,8,2020-08-28,Chiapas,7
7,2020-08-29,5,2020-08-29,Chiapas,7
7,2020-08-30,7,2020-08-30,Chiapas,7
7,2020-08-31,18,2020-08-31,Chiapas,7
7,2020-09-01,21,2020-09-01,Chiapas,7
7,2020-09-02,12,2020-09-02,Chiapas,7
7,2020-09-03,13,2020-09-03,Chiapas,7
7,2020-09-04,15,2020-09-04,Chiapas,7
7,2020-09-05,9,2020-09-05,Chiapas,7
7,2020-09-06,7,2020-09-06,Chiapas,7
7,2020-09-07,19,2020-09-07,Chiapas,7
7,2020-09-08,15,2020-09-08,Chiapas,7
7,2020-09-09,18,2020-09-09,Chiapas,7
7,2020-09-10,26,2020-09-10,Chiapas,7
7,2020-09-11,10,2020-09-11,Chiapas,7
7,2020-09-12,9,2020-09-12,Chiapas,7
7,2020-09-13,4,2020-09-13,Chiapas,7
7,2020-09-14,18,2020-09-14,Chiapas,7
7,2020-09-15,13,2020-09-15,Chiapas,7
7,2020-09-16,3,2020-09-16,Chiapas,7
7,2020-09-17,19,2020-09-17,Chiapas,7
7,2020-09-18,15,2020-09-18,Chiapas,7
7,2020-09-19,10,2020-09-19,Chiapas,7
7,2020-09-20,4,2020-09-20,Chiapas,7
7,2020-09-21,22,2020-09-21,Chiapas,7
7,2020-09-22,14,2020-09-22,Chiapas,7
7,2020-09-23,13,2020-09-23,Chiapas,7
7,2020-09-24,16,2020-09-24,Chiapas,7
7,2020-09-25,5,2020-09-25,Chiapas,7
7,2020-09-26,9,2020-09-26,Chiapas,7
7,2020-09-27,12,2020-09-27,Chiapas,7
7,2020-09-28,17,2020-09-28,Chiapas,7
7,2020-09-29,15,2020-09-29,Chiapas,7
7,2020-09-30,11,2020-09-30,Chiapas,7
7,2020-10-01,15,2020-10-01,Chiapas,7
7,2020-10-02,12,2020-10-02,Chiapas,7
7,2020-10-03,5,2020-10-03,Chiapas,7
7,2020-10-04,2,2020-10-04,Chiapas,7
7,2020-10-05,15,2020-10-05,Chiapas,7
7,2020-10-06,10,2020-10-06,Chiapas,7
7,2020-10-07,9,2020-10-07,Chiapas,7
7,2020-10-08,10,2020-10-08,Chiapas,7
7,2020-10-09,8,2020-10-09,Chiapas,7
7,2020-10-10,8,2020-10-10,Chiapas,7
7,2020-10-11,4,2020-10-11,Chiapas,7
7,2020-10-12,17,2020-10-12,Chiapas,7
7,2020-10-13,8,2020-10-13,Chiapas,7
7,2020-10-14,7,2020-10-14,Chiapas,7
7,2020-10-15,18,2020-10-15,Chiapas,7
7,2020-10-16,6,2020-10-16,Chiapas,7
7,2020-10-17,3,2020-10-17,Chiapas,7
7,2020-10-18,1,2020-10-18,Chiapas,7
7,2020-10-19,16,2020-10-19,Chiapas,7
7,2020-10-20,4,2020-10-20,Chiapas,7
7,2020-10-21,7,2020-10-21,Chiapas,7
7,2020-10-22,10,2020-10-22,Chiapas,7
7,2020-10-23,6,2020-10-23,Chiapas,7
7,2020-10-24,3,2020-10-24,Chiapas,7
7,2020-10-25,5,2020-10-25,Chiapas,7
7,2020-10-26,8,2020-10-26,Chiapas,7
7,2020-10-27,9,2020-10-27,Chiapas,7
7,2020-10-28,5,2020-10-28,Chiapas,7
7,2020-10-29,8,2020-10-29,Chiapas,7
7,2020-10-30,3,2020-10-30,Chiapas,7
7,2020-10-31,1,2020-10-31,Chiapas,7
7,2020-11-01,1,2020-11-01,Chiapas,7
7,2020-11-02,4,2020-11-02,Chiapas,7
7,2020-11-03,4,2020-11-03,Chiapas,7
7,2020-11-04,3,2020-11-04,Chiapas,7
7,2020-11-05,4,2020-11-05,Chiapas,7
7,2020-11-06,4,2020-11-06,Chiapas,7
7,2020-11-07,1,2020-11-07,Chiapas,7
7,2020-11-08,2,2020-11-08,Chiapas,7
7,2020-11-09,7,2020-11-09,Chiapas,7
7,2020-11-10,10,2020-11-10,Chiapas,7
7,2020-11-11,16,2020-11-11,Chiapas,7
7,2020-11-12,19,2020-11-12,Chiapas,7
7,2020-11-13,4,2020-11-13,Chiapas,7
7,2020-11-14,3,2020-11-14,Chiapas,7
7,2020-11-15,1,2020-11-15,Chiapas,7
7,2020-11-16,5,2020-11-16,Chiapas,7
7,2020-11-17,15,2020-11-17,Chiapas,7
7,2020-11-18,16,2020-11-18,Chiapas,7
7,2020-11-19,12,2020-11-19,Chiapas,7
7,2020-11-20,13,2020-11-20,Chiapas,7
7,2020-11-22,5,2020-11-22,Chiapas,7
7,2020-11-23,15,2020-11-23,Chiapas,7
7,2020-11-24,8,2020-11-24,Chiapas,7
7,2020-11-25,6,2020-11-25,Chiapas,7
7,2020-11-26,11,2020-11-26,Chiapas,7
7,2020-11-27,8,2020-11-27,Chiapas,7
7,2020-11-28,4,2020-11-28,Chiapas,7
7,2020-11-29,4,2020-11-29,Chiapas,7
7,2020-11-30,15,2020-11-30,Chiapas,7
7,2020-12-01,20,2020-12-01,Chiapas,7
7,2020-12-02,15,2020-12-02,Chiapas,7
7,2020-12-03,21,2020-12-03,Chiapas,7
7,2020-12-04,24,2020-12-04,Chiapas,7
7,2020-12-05,7,2020-12-05,Chiapas,7
7,2020-12-06,3,2020-12-06,Chiapas,7
7,2020-12-07,20,2020-12-07,Chiapas,7
7,2020-12-08,22,2020-12-08,Chiapas,7
7,2020-12-09,22,2020-12-09,Chiapas,7
7,2020-12-10,28,2020-12-10,Chiapas,7
7,2020-12-11,26,2020-12-11,Chiapas,7
7,2020-12-12,5,2020-12-12,Chiapas,7
7,2020-12-13,15,2020-12-13,Chiapas,7
7,2020-12-14,34,2020-12-14,Chiapas,7
7,2020-12-15,20,2020-12-15,Chiapas,7
7,2020-12-16,30,2020-12-16,Chiapas,7
7,2020-12-17,31,2020-12-17,Chiapas,7
7,2020-12-18,21,2020-12-18,Chiapas,7
7,2020-12-19,12,2020-12-19,Chiapas,7
7,2020-12-20,9,2020-12-20,Chiapas,7
7,2020-12-21,35,2020-12-21,Chiapas,7
7,2020-12-22,26,2020-12-22,Chiapas,7
7,2020-12-23,28,2020-12-23,Chiapas,7
7,2020-12-24,16,2020-12-24,Chiapas,7
7,2020-12-25,5,2020-12-25,Chiapas,7
7,2020-12-26,19,2020-12-26,Chiapas,7
7,2020-12-27,12,2020-12-27,Chiapas,7
7,2020-12-28,17,2020-12-28,Chiapas,7
7,2020-12-29,20,2020-12-29,Chiapas,7
7,2020-12-30,28,2020-12-30,Chiapas,7
7,2020-12-31,17,2020-12-31,Chiapas,7
7,2021-01-01,10,2021-01-01,Chiapas,7
7,2021-01-02,18,2021-01-02,Chiapas,7
7,2021-01-03,16,2021-01-03,Chiapas,7
7,2021-01-04,31,2021-01-04,Chiapas,7
7,2021-01-05,39,2021-01-05,Chiapas,7
7,2021-01-06,23,2021-01-06,Chiapas,7
7,2021-01-07,36,2021-01-07,Chiapas,7
7,2021-01-08,27,2021-01-08,Chiapas,7
7,2021-01-09,21,2021-01-09,Chiapas,7
7,2021-01-10,21,2021-01-10,Chiapas,7
7,2021-01-11,29,2021-01-11,Chiapas,7
7,2021-01-12,36,2021-01-12,Chiapas,7
7,2021-01-13,42,2021-01-13,Chiapas,7
7,2021-01-14,26,2021-01-14,Chiapas,7
7,2021-01-15,12,2021-01-15,Chiapas,7
7,2021-01-16,3,2021-01-16,Chiapas,7
7,2021-01-17,3,2021-01-17,Chiapas,7
8,2020-03-13,1,2020-03-13,Chihuahua,8
8,2020-03-14,1,2020-03-14,Chihuahua,8
8,2020-03-18,1,2020-03-18,Chihuahua,8
8,2020-03-19,2,2020-03-19,Chihuahua,8
8,2020-03-20,3,2020-03-20,Chihuahua,8
8,2020-03-21,2,2020-03-21,Chihuahua,8
8,2020-03-22,1,2020-03-22,Chihuahua,8
8,2020-03-24,1,2020-03-24,Chihuahua,8
8,2020-03-25,3,2020-03-25,Chihuahua,8
8,2020-03-26,3,2020-03-26,Chihuahua,8
8,2020-03-27,2,2020-03-27,Chihuahua,8
8,2020-03-28,2,2020-03-28,Chihuahua,8
8,2020-03-29,5,2020-03-29,Chihuahua,8
8,2020-03-30,5,2020-03-30,Chihuahua,8
